modelName,ExcludedBy
162748703,0;1;5
162772975,
162778553,
162780556,0;1;4;5;12
162787887,0;1
162789027,
162791588,
162795503,
162796563,
162799323,
162802330,
162804759,0;1
162815003,
162820073,
162822671,
162828544,0;1
162835731,
162842310,
162846187,
162861938,
162869886,
162871929,0;1
162876896,
162877863,
162881578,
162888972,0;1;5;12
162889068,0;1
162897809,
162910773,
162918647,0;1;3;5;8;9
162922825,
162926042,
162926396,
162941363,0;18
162945264,
162945749,
162946839,0;22
162947918,
162950944,
162966228,
162971879,0;1
162983238,
162988779,0;1;2;3;4;6;8;9
162991347,
162993838,
163001004,0;1;2;5
163001481,0;1;3;5;7;8
163008015,0;1;5
163009373,0;1;2;5;8;12
163010359,0;1
163016474,
163021006,0;1;5
163023968,
163036771,
163053892,0;1
163063345,
163069180,
163073617,0;21
163076987,0;1;5;12
163094425,
163094656,
163099321,
163100575,
163103334,0;8;14
163108923,
163113633,0;1
163118027,
163130857,
163146621,
163150548,
163151217,
163152263,0;1;2;3;4;5;8;10
163154086,
163158652,
163169365,
163171674,
163172630,0;1
163172847,
163177219,
163179570,
163186754,0;1
163194145,0;1;2;3;4;5;8;9;14
163207456,
163217396,
163223000,
163227565,
163229213,0;1;5
163232297,0;1
163232522,0;22
163244946,0;8
163245520,0;4;6;18;19
163249989,0;1;5;8;12
163259068,0;8;10;18
163262474,
163262861,
163269569,
163276336,
163276818,
163285873,
163296147,
163309745,0;1;5;12
163311184,
163311557,
163312578,0;1;11;16;18
163322735,
163325232,
163331815,
163337347,
163337622,0;1
163347921,
163350834,
163371369,0;1
163371699,
163374596,
163392018,
163394613,0;1;5;8;12
163402631,0;1;7
163414180,
163417886,
163418224,0;1
163418495,0;1
163420506,0;1
163422838,0;1;2;3;4;8
163424894,
163425820,0;1;2;5;8;10;12
163426012,0;1
163428142,
163432635,0;1
163436357,
163436473,0;1;5
163441856,
163443109,
163451886,
163454388,
163454893,
163463817,
163466193,0;2;3;4
163472878,
163473861,
163476418,
163478340,0;1
163484684,
163485360,0;1;2;5
163488604,
163501339,
163506064,
163508362,
163511305,
163512261,0;1
163516994,
163544195,
163548744,
163549943,
163552405,0;1
163554705,0;1
163556850,
163559831,
163561345,
163563417,
163572158,
163573428,
163577338,
163583144,
163583353,
163585098,0;1
163599222,0;1;2;3;4;16;18;22
163599501,
163606112,
163607319,0;1;10
163610984,
163611875,
163620072,
163622314,0;1
163627078,
163628564,
163629960,
163631567,0;1
163635847,
163636423,
163641951,0;1;5;12
163646795,0;1
163649717,
163654853,
163655228,0;1
163657471,
163658575,
163661058,
163667899,0;1
163677637,
163681157,
163702090,
163705630,0;1;5;12
163707509,
163708427,
163714059,
163716978,
163722560,0;1
163734554,
163741276,0;1;2;5;12
163745582,0;7
163745723,
163748759,0;1;5;12
163749590,
163750254,
163750575,
163751485,
163763096,0;1;3;5;8;10;12
163780353,
163785731,0;1
163790056,0;1;5;12
163794994,
163800820,0;1;2;3;5;8;10;12;14
163803109,
163803612,
163804025,
163809932,
163825591,0;1
163835850,
163840242,0;1
163848939,0;1;3;8;9;14
163849138,
163853005,0;1;5;8;10
163860322,
163865322,
163865668,0;1;3;4;8;9
163869942,
163872948,
163875039,
163880813,
163893933,
163895398,0;1;5;12
163895915,
163896822,
163898572,
163903885,
163906352,
163920311,
163920694,0;1;8
163921539,
163923472,0;3
163928321,0;1
163934302,
163940084,
163942981,0;1;2;5;11;16;18
163946975,0;1;2;3;4;5;8;10;12
163947715,
163949540,0;1
163954470,0;1
163955986,0;1;5;12
163960323,
163961064,
163969591,
163971305,0;1
163971739,
163972827,0;1
163976513,0;21
163978456,0;1;2;3;4;6;7;8;9;13;14;18
163978477,
163983645,
163991865,
163992891,0;1;2;3;4;6;8;9
163993196,0;1;5;12
163993389,
163998402,0;1
164005314,
164006152,
164008526,
164014189,0;1;5
164015904,0;1;5;12
164016217,
164018459,0;22
164025422,
164026629,
164027859,
164033098,
164033872,0;1;5
164049444,0;1;2;3;4;6;7;8;9;14
164060672,0;1;5
164066923,
164070400,0;1;5;12
164077341,
164078206,0;1
164078227,
164082432,
164090086,
164097998,0;3
164100831,0;1;5
164105050,0;18
164105939,0;1;2;3;4;6;7;8;9;13;14;19
164112081,0;1;2;5;8;10;12
164120812,
164122067,
164122475,0;1;5;12
164128086,0;18
164139558,0;1;5;10;12
164142001,
164148348,0;1;5;12
164151412,
164152757,0;1;2;5;8;12
164153204,
164154188,0;1
164169961,
164172250,
164184390,0;1;5;12
164192442,
164195995,
164201300,
164205318,
164207793,
164217368,
164219296,0;1;5;12
164221585,
164228600,
164229411,
164235848,
164237806,
164247255,
164247522,
164247739,0;1;5;12
164262559,
164286795,
164289923,0;1;5;8;10;12
164297363,0;1;5
164298444,0;1;5;12
164299169,
164317938,
164321484,0;1;2;3;4;5;6;7;8;9;10;11;14;16;18
164326773,0;1;5
164328409,
164331408,0;1;5
164331929,0;1
164341177,
164348831,0;1
164353350,
164358977,0;8;10
164365136,
164374922,
164377342,0;1;5;12
164378217,
164391895,0;1;5;16;18
164393441,0;1;22
164394919,0;1
164395150,0;1;5;12
164395444,
164397233,
164399296,
164404599,0;3
164414867,
164422056,
164426529,
164432838,
164433996,
164437713,0;1;2;3;5;8;10;12
164445256,
164447570,
164452525,
164464119,0;1;2;5;12
164469736,
164471334,
164480462,0;1;5;8;10;12
164485778,
164493734,0;1;3;4;8
164495092,0;1;5;12
164504555,0;16;18;19
164509044,0;1
164515543,
164517916,0;1
164521248,
164527076,
164528231,0;1;2;3;4;6;7;8;9;13;14
164528456,
164532380,
164533921,0;1;8;10
164535165,0;1;19
164535414,
164541804,0;1;4
164545645,
164551772,
164557475,
164558943,0;1;5
164562464,0;1;4;5
164564937,0;1
164569264,
164571777,
164579299,
164583585,
164585532,
164587483,0;1;2;5;12
164591920,0;1
164593275,
164600806,
164601003,0;1;5;12
164605207,
164612642,
164620778,
164621760,
164621878,
164623108,0;1;4
164623834,
164624589,
164625925,
164634315,0;1;5;8;12
164635313,0;1;5;8;12
164638807,
164643124,
164650746,0;1
164652023,
164652654,0;1;5;12
164654946,
164656448,
164663190,
164664114,
164668512,
164672283,
164675301,0;16;18
164675687,
164682314,
164695467,0;1
164701444,0;1;5;8;12
164713902,
164719298,0;1
164722297,
164729978,0;22
164736633,0;1
164747426,
164758024,0;18;19
164763138,
164769888,
164774305,
164774765,
164779450,0;1
164794855,
164795354,0;5;16;18;19
164795806,
164798040,0;1
164804343,
164805319,0;1
164805619,0;1;5
164806430,0;1;2;5;11;18
164808284,
164814479,0;1;4
164815343,
164820688,
164823537,0;1;2;3;4;5;8;9
164827272,
164831492,
164842534,
164852398,0;1;4;9
164853635,0;1
164890300,0;1;2;4;5
164891048,
164894214,
164899921,
164901491,
164902432,
164908617,
164909569,
164912177,
164913269,
164926974,
164937139,0;22
164947185,
164952046,0;1
164954126,
164960027,0;1;2;4;5;8;12
164961537,
164972805,
164981093,
164981233,0;1;5
164984518,
164985153,0;1;2;4;5;6;9;11;18;19
164986100,
164996103,
165008596,0;1;5;12
165011693,
165015216,
165016791,
165018188,
165032407,0;1;5;12
165036726,
165046159,
165047101,0;1;2;3;4;5;7;8;9;10;12;13;14;18
165053237,0;1
165056548,
165056887,0;1
165062846,
165068151,
165070374,0;1;16;18
165076009,
165088056,
165089631,
165093405,0;21
165093495,0;1;5
165105564,0;1
165106656,
165108670,
165112202,
165113430,
165120108,
165120982,
165121041,0;1;5
165122289,0;16;18
165122859,
165133903,0;1
165153046,
165159907,
165165346,0;1;5
165166869,0;1
165166930,
165167627,0;18
165172582,
165184552,0;1
165191084,0;1;5;8;12
165193977,0;4
165197288,0;1
165225904,
165226226,
165228098,
165230935,
165233914,
165235749,0;1;5
165240059,0;1;3;8;9;14
165241684,
165251317,
165252374,
165256608,
165269952,0;1;5;10;12
165271173,
165285393,
165290021,
165298612,
165306097,
165311677,
165313647,0;1;5;8;10;12
165318083,
165322358,0;1;8;10
165331584,0;1;5
165335674,
165336570,
165347310,
165348489,0;1;4;5
165349440,
165350724,0;1
165359220,
165365968,
165375720,0;1
165376867,
165379235,
165393950,
165395869,0;1;2;3;4;6;8;9;14
165403183,
165413106,
165413349,
165413936,0;1;5;8;10;12
165420174,
165420668,
165423444,
165423544,
165423994,
165426937,
165434281,0;20
165443749,0;1;3;8;10
165447426,
165453018,0;1
165456253,
165456349,
165460805,0;1;5;12
165461065,0;1
165462522,0;1
165471198,0;1;5;18
165474803,
165477037,0;1;10
165478339,
165484860,
165503612,0;1;2;4;5;8;12
165505584,
165509796,
165513959,
165524649,0;1;5;7;17
165537556,0;1;5;12
165540931,
165544723,
165547698,0;1
165552990,
165558033,0;1;5
165568675,0;1;5;8;10;12
165568861,0;1;5;12
165578354,
165581643,0;1;18
165591893,0;16;18
165602538,0;1
165602554,
165617655,
165618521,
165619791,
165623853,
165626030,0;1;2
165627275,
165629468,
165630492,
165637939,
165645598,0;1
165649744,
165651247,
165662607,
165669814,
165672952,0;1;3;4;5;8;10;12
165674247,
165680106,0;1
165690591,0;1
165691259,0;1;3
165693586,0;1
165697467,
165699054,
165700176,0;22
165703981,
165712421,
165718069,0;1;5;8;10;12
165729339,0;1
165730004,0;1
165740294,0;1;5;8;10;12
165740403,
165750725,
165753386,
165756224,0;1
165758273,
165768223,
165774746,
165775130,0;1
165780270,
165796050,
165808826,
165809664,0;1
165810950,
165812628,
165818188,
165820126,0;18
165829978,0;1;2;3;4;9
165830126,
165833008,
165833164,
165833850,0;1
165837303,
165842446,
165846407,0;1;2;4;6;7
165850408,
165852146,
165853865,0;1;2;18
165854271,0;1;2
165854859,
165857317,
165860263,
165860352,
165862263,
165863488,
165863905,
165875556,
165875735,
165888332,
165889572,0;1;5;12
165893714,
165896607,0;16;18
165898043,0;8;10
165900421,
165900462,
165902433,0;1;5;12
165905675,
165905863,0;1
165907746,
165909372,
165911580,
165915626,
165917773,
165922922,0;1;2;5;8;12
165924463,0;16;18
165928224,0;1
165929922,
165933820,
165935600,0;1
165937992,0;1
165946601,0;1
165951200,
165951411,
165954167,
165959142,0;1
165963064,
165966113,0;1
165966461,0;1
165976614,
165982149,
165983164,
165986679,0;1;2;5;8;12
165997309,
165997848,
165998494,0;1
166004151,
166004844,
166004911,
166005027,
166005156,
166011752,
166024160,
166024170,
166027913,
166032858,0;1;5;12
166047227,0;1
166048493,
166049632,
166057041,
166060154,0;22
166079473,0;1;5
166087285,
166089244,0;1;5;12
166090875,0;1
166094702,
166101388,0;1;2;5;12
166102974,0;1
166105109,
166117129,
166118768,
166126611,0;1
166132186,
166135857,
166139672,0;1;2;3
166140353,0;1;5;12
166158282,
166158555,
166160092,
166166696,
166167008,
166168190,0;8;10
166171856,
166174949,
166175637,0;18
166176187,0;1;5;12
166185467,
166188768,
166196633,
166196877,
166198145,
166201948,
166202355,
166208224,
166208568,
166217903,0;1
166222510,0;1;2;3;4
166233603,
166247510,
166249863,
166259361,
166291575,0;1;18
166292188,
166292783,
166294150,0;1
166297104,0;1;5;12
166300983,0;1;5;16;18
166304168,0;1
166313115,
166324046,
166341805,0;1;5;12
166342115,
166353852,
166358507,
166364639,
166384890,
166388370,0;1;4;8
166389364,0;1
166390820,
166401145,
166403721,0;18
166405184,0;1
166409292,0;1
166412626,0;1;5;8;12
166417718,
166421038,
166423659,0;1;2;5;8
166424803,
166429401,
166429936,0;1;5;12
166430216,
166434283,
166437562,
166442252,0;1;5;16;18
166452711,0;18
166464765,0;1;5;18
166470029,0;1
166473247,0;18
166473542,
166482561,
166487612,
166488628,
166494673,0;1
166500326,0;1;5;12
166501442,0;1;22
166512819,
166519657,0;1;5;12
166519840,0;16;18
166523397,
166530311,
166548711,
166552281,
166552480,
166561416,
166570018,0;1;8
166581538,
166585807,
166590935,
166596914,
166599135,0;1
166603609,
166604258,0;1;5;12
166604270,0;1
166613159,16;18
166614738,0;1;5;16;18
166628999,0;16;18
166633616,0;1;2;3;4
166646010,0;1;5;12
166650466,0;1
166651197,
166654213,0;8;22
166666278,
166670399,
166674358,0;1
166684216,0;1;5;8;12
166685948,
166693407,0;1;2;3;4;6;7;8;9;14
166694321,
166697974,
166698712,
166698853,
166702575,
166705335,0;1;22
166706773,
166707110,
166710944,0;1;2;3;4;5;8;22
166716749,
166722499,
166736099,
166751378,
166754992,0;1;2;3;4;5;6;7;8;9;10;11;13;14;19
166758354,0;1;5;16;18
166763690,0;1
166768640,0;1;2;3;4;6;7;8;9;14
166770064,
166792695,0;1;3;5;8;10
166795001,
166795580,
166797061,0;1;5;12
166803297,
166803893,0;1
166810882,
166812599,
166814321,0;1
166824949,0;1;2;4;6;7
166826176,
166832429,
166833828,
166842394,
166843518,0;1
166847125,
166847230,
166850490,
166857763,0;18
166862830,0;1;5
166873032,
166876886,
166881578,0;1;2;4;5;9;12
166894018,0;1;5;8;10;12
166897631,
166899783,
166901025,
166904024,0;22
166922622,
166923618,0;1;5;12
166924726,
166924925,0;1;5
166926332,
166935101,0;1
166938093,0;1
166950465,
166951532,
166954091,0;1;3;5;8;10;12
166956087,
166968921,
166969263,0;1
166979153,
166981252,0;1;5;12
166992105,0;1;5;12
166997306,0;1;2;3;4;5;6;7;8;9;10;11;13;14;16;17;18;19
167004315,
167006041,0;1
167012504,
167019594,
167027317,0;1;3
167039789,
167052168,
167055257,
167057768,
167060133,0;1;3;5;10;12
167071220,
167071305,
167080303,
167083452,0;1;2;5
167083933,0;1;5;12
167085347,0;1;5;12
167085977,0;1;2;5
167091441,0;1
167093269,0;1
167095312,0;1;8
167109664,0;1;5
167110872,0;1
167114567,
167115829,
167116888,
167119155,
167121030,0;18
167122987,
167135762,0;1;16;18
167136559,
167144509,0;1;5;12
167149442,
167154798,
167159566,
167160833,0;1;2;4;5;8;9;12;18
167162111,
167164315,0;1;18
167191263,
167205293,0;16;18
167228298,
167240023,
167243743,0;1;4;5;7;9;17;18;19
167262225,
167264638,
167277783,0;1
167284197,
167284791,
167285780,
167287823,
167289099,
167295499,
167296310,
167296812,0;1
167319795,0;1;5;12
167323100,
167328097,
167328909,
167329464,0;1;22
167335065,0;1
167339100,
167345118,0;1;5;12
167346984,
167351644,0;1;5;12
167353510,0;1
167354469,
167372991,
167373656,
167380489,0;1
167385471,
167386228,0;1
167390960,0;1
167392649,
167402712,
167409107,
167414247,
167417563,
167419395,
167428659,
167430388,
167433087,
167435216,0;16;18
167436080,
167437059,
167437136,0;1
167439264,
167442843,0;1;5;12
167462283,0;1
167463606,0;21
167466398,
167474583,
167501780,0;1
167521156,0;1
167521800,
167522555,
167535055,
167535309,
167537375,
167540642,
167545305,
167550911,
167555679,
167560354,
167566188,0;1
167576705,
167580548,
167583759,
167593144,
167601946,
167603059,0;1
167614820,
167618828,0;1
167622069,
167633520,0;1;12
167639283,
167640152,
167656496,
167658068,0;1
167660045,
167669750,0;1;5
167674655,0;1;5;8;12
167684845,
167692392,
167695791,
167704591,
167705069,0;11;16;18;19
167707133,
167718783,
167724819,
167726206,
167728913,
167730596,
167736876,
167737222,
167746834,0;1
167747871,
167750058,
167758913,
167761440,0;1
167761743,
167762139,
167763087,
167767961,
167770742,0;1;4;5
167772772,
167775641,
167788760,0;1;2;3;4;8;9;14
167789443,
167791412,0;1;5;12
167791827,
167795443,0;1
167796182,0;1;3;5;8;10;14
167810032,
167811049,0;1;2;3;5;8;10;12
167812308,
167819484,
167823163,
167824844,0;1;5;12
167829147,0;1
167830095,
167838329,
167843983,
167846826,0;1
167848903,
167850338,
167853059,0;1;16;18;19
167863866,0;1;5;16
167863891,0;1
167865792,0;1
167869265,
167873211,0;1;2;5;8;12
167881826,0;1;5;8;10;12
167882326,
167882576,0;1;2;5;8;12
167893704,
167896732,
167898932,0;18;19
167909577,0;1;16;18
167909744,0;1
167914258,0;22
167914774,0;1;5;8;12
167927765,0;1
167927793,
167932662,
167937595,
167938824,
167943459,
167946685,0;1
167947106,18
167949940,0;1
167958316,0;1
167970525,
167975971,
167987863,0;8;10;18
168005840,0;16
168006053,
168006438,0;1;18
168008453,0;1
168013002,0;1
168013279,0;1;5;12
168014209,0;1;2;5
168017050,
168019983,
168029899,0;1;2;3;4;5;6;8;9;10;11;14;18;19
168032037,
168032610,
168037656,
168037881,
168040161,
168042739,
168056729,
168059058,0;1;5
168059304,
168060781,0;1
168064542,
168068056,0;1;2;3;4;6;7;8;9;14
168074028,0;1;5
168081921,0;18
168083968,
168085306,0;22
168088512,0;1;2;5;12
168089392,0;1;5;12
168089613,
168091577,
168098420,
168110978,
168124949,
168132177,0;1;2;5;12
168135757,0;1
168136686,
168137215,
168138818,
168141321,
168147051,
168154061,
168154977,
168155681,
168156122,
168158794,0;1
168160728,0;1
168165031,
168167022,
168173727,
168174098,
168174746,
168180032,
168188491,
168194566,0;1;5;12
168196869,
168202372,
168203887,
168207819,
168211160,
168212614,
168225126,0;1;5;22
168226394,
168227642,
168227942,
168235381,0;1;5
168245321,
168245880,
168250646,0;1
168250708,0;1;5
168252793,0;1;12
168258934,
168259054,
168260035,
168260413,
168262229,
168262957,
168269716,0;1;5;12
168270726,0;1;5
168272793,
168273564,
168273624,0;1
168281906,
168284374,0;1;8;10
168284672,
168287506,
168296520,0;1;5;12
168313333,
168323967,
168324291,
168332725,0;1
168335025,
168340890,0;1
168341237,0;22
168342636,
168372160,0;1;2;3;4;6;8
168381246,0;1;2;4
168381723,
168383082,
168396149,0;1
168408167,0;1;3;4;5;8;9;10
168408426,
168410338,
168425587,
168425786,0;1;5;12
168428814,
168428937,
168438080,0;1;3;4;8;9
168444455,
168446558,
168451477,
168455402,
168457684,0;1
168457948,
168457958,
168457998,
168462223,0;1;2;3;4;6;7;8;9;14
168478510,
168483928,
168486867,0;1
168489958,0;1;5;12
168497608,
168506665,
168510252,
168515163,
168519191,0;1
168534813,
168535549,0;1;5;12
168547897,
168551491,
168558377,
168570025,
168573437,
168586551,0;1
168589287,
168589394,0;1;5;12
168591352,
168597021,0;1;5;12
168598411,
168602397,
168606606,0;1
168609289,
168623563,0;1;5;12
168624928,
168631026,
168632402,0;1;5;12
168632417,
168633904,
168642962,
168654498,
168661697,
168669819,0;1
168682381,0;2;3;4
168686861,
168688890,
168694376,
168696522,0;1
168702631,
168712731,
168717055,
168717057,0;1;5;12
168717349,0;1;3;5;8;10;12
168717352,0;22
168726236,0;1
168732235,
168739100,
168741678,
168746238,0;1;8;10
168754804,0;16;18
168764903,0;1;5
168766463,0;1;2;3;4;8
168769631,0;21
168769916,
168772395,
168782031,
168783336,
168785395,
168791313,0;1;5;12;16;18
168793029,
168800273,
168803553,0;22
168806178,0;1;2;3;5;8;10;14
168807323,
168809164,0;1;2;5;12;18
168809232,
168812972,0;3
168820663,0;1;5
168822002,
168822420,
168826889,0;1;4;5
168835371,0;1;5;12
168835949,
168849029,
168857366,
168868097,0;1;2;4;5;8;12
168875004,0;1;3;8
168885165,
168886848,
168898967,0;1
168900546,0;1
168913236,
168913446,0;1;5;12
168917558,0;1;2;3;4;5;8
168923281,
168924472,
168925229,
168940879,
168942138,
168942805,
168942984,3;8;9;10
168952932,
168952969,0;1
168955485,
168955781,
168973251,
168981965,
168983683,0;1;5;12
168984042,
168987960,
168992608,
168998160,0;1;3;8
168999744,
169004143,
169005045,0;1;2;3;4;5;8;13
169006002,
169011897,
169023905,
169027764,0;1
169030976,
169033768,0;1;5;8;12
169033941,
169036602,
169043814,
169050403,0;1;5;12
169053176,0;1;5;12
169056037,
169061036,
169069455,0;1;2;3;4;9
169079927,0;1;3;4;8;9
169082332,
169092518,
169095733,0;1;5;8;10;12
169100330,
169106727,
169106890,
169108589,
169109258,
169115790,
169137549,0;22
169148364,
169150387,
169151429,
169151561,0;1;2;3;4
169158916,
169161486,
169163440,0;3
169165113,
169165514,
169170775,
169175822,
169177503,0;1
169178467,
169180725,
169181366,
169198543,
169199537,
169203807,
169209987,
169210573,0;1;5;12
169220901,0;1;5;12
169223459,
169241216,
169241456,
169249832,0;21
169257892,
169262774,
169265899,
169266480,
169269301,
169272162,
169272187,
169274586,
169279383,0;1
169281521,
169294906,
169296752,
169296849,0;1;16;18
169299545,0;1;5
169299642,
169302004,
169303781,0;1
169309131,
169312785,0;1;2;3;5;8;10;12
169316227,
169319532,
169321084,0;1
169321383,
169326401,
169326526,
169329576,0;1
169332913,0;1
169337796,
169355168,
169358069,
169359038,
169363465,
169376379,0;1;5;8;10;11;14;18
169381189,0;1;2;3;4;5;8;10
169383658,
169388619,
169389306,
169389953,
169391784,0;1
169395321,0;1;5;8;12
169395634,
169403813,0;1;2;3;4;8;9;14
169408131,
169413709,0;1;2;4;5;9;12
169413976,0;1
169414005,0;1
169415608,
169417978,
169420015,
169428927,0;1;22
169430067,0;21
169433775,0;1;3;8
169436354,
169437106,0;1
169441991,
169446407,
169449148,0;1;5;12
169459742,
169467277,
169469937,
169476262,
169479939,0;1
169480033,0;1;2;5;8;12
169480078,
169484970,
169485438,
169489668,
169499514,
169501823,0;1;5
169503577,0;1;16
169514282,0;1
169517754,
169527046,0;1
169545460,
169573702,0;1;3;8;10
169578120,
169580831,0;1;2;4;5;6;7;8;9;11;12;18;19
169582104,
169582358,
169582804,0;1
169585546,
169587983,0;1
169593288,18
169599416,0;1;5;12
169612948,
169618134,
169625756,
169628986,
169631134,0;22
169640641,
169660805,0;1;20
169669613,
169674990,
169676084,
169679714,
169681103,
169682319,0;22
169684976,
169687575,0;1
169687775,
169695209,0;1
169708902,0;1
169710296,0;1;5;8;12
169714485,0;1;4
169722229,0;1;5;12
169723035,0;1;20
169729259,
169731410,
169751042,0;18
169752669,0;22
169753460,0;1
169754315,
169760321,
169762166,
169762818,0;1
169767171,
169774660,0;1;16;18
169789204,
169791554,
169799005,
169802655,
169803107,0;10
169803200,
169804169,0;1
169814493,0;1
169828691,
169830256,
169833877,
169842714,0;1;2;5;12
169844036,0;1;5;12
169847316,0;1;5;12
169850234,0;1;5;12
169874675,
169874703,
169883092,
169895156,0;1
169895589,
169896195,
169897284,0;1;5;12
169899489,0;1
169900035,
169903448,
169903814,0;1;4;5;7;16;18
169912422,
169915848,
169916164,
169918505,
169922761,0;1
169928043,0;18
169932282,
169932825,0;1;2;3;4;6;7;8;9;11;13;14;18;19
169933595,
169937429,0;1
169944575,
169947384,
169948184,0;1
169954502,
169959832,
169960849,
169963062,0;1
169967558,
169973896,0;5;16;18
169974453,
169979993,0;1
169986092,
169989695,0;1
169992197,0;1;22
169995286,
170006479,0;1;4;5
170008282,0;1
170008517,0;1
170011106,
170022225,
170034230,
170035773,0;1;5;8;12
170038047,
170046704,0;1;5;12
170052837,
170054974,
170055439,
170063337,0;1;3
170076669,
170088253,0;1;5;12
170100274,
170101556,
170105756,0;1
170109284,0;1
170110374,0;1;5;12
170111862,
170115348,
170123267,0;21
170124449,
170125214,0;1;5;12
170127076,0;1;3;8
170136787,0;1;5;8;12
170143163,
170155170,0;1;2;3;5;8
170159507,0;18
170168875,
170170028,0;1;22
170172893,
170176803,
170178063,0;1;5;12
170178534,0;1;5;11;16;18
170219594,0;1;2;3;4;6;7;8;9;14
170221219,0;1;3;8;10
170222276,
170226850,0;1;2;5;12
170228315,
170229495,
170233233,0;1;5
170237449,0;1;5;12
170238781,
170239876,
170240681,0;22
170246146,0;18
170254159,0;1
170256198,0;22
170257113,
170269009,
170273475,
170275991,
170287235,
170289797,
170319563,
170321840,0;21
170327833,
170336351,0;1
170337708,
170339631,
170361794,0;1
170364389,0;1;2;3;8;10;14
170364708,0;1
170365112,
170381374,
170390309,0;5;16;18
170398094,0;16;17
170406510,0;1;5;8;12
170406642,0;1
170409209,
170414578,0;1;5;12
170415519,
170418919,
170419307,0;1;3;4;5;8;9;14
170420319,
170425395,
170439831,
170440051,
170443934,0;1;2;3;4;5;8;9;18
170452222,0;1;8
170452667,
170458878,
170464126,
170468976,
170472723,0;1;3;8;10
170479461,
170479520,
170485905,0;1;8
170499186,
170501579,0;1
170508385,
170515777,
170518813,0;1;5;12
170536982,
170539479,0;1
170547985,
170548821,
170549858,
170550859,
170551346,
170552256,
170553255,0;1
170556853,
170560215,
170562487,0;22
170564787,0;1
170566601,
170567156,
170568607,0;1;5;12
170570286,0;1;5;12
170572275,
170579607,0;1;5;8;10;12
170580305,
170589581,0;1;5;8;12
170595101,0;1;2
170597295,
170601033,0;1
170602228,0;1
170609463,
170624772,
170651218,
170654310,0;1;5;8;12
170658333,
170659868,0;3
170662075,0;1;3;8;10;14
170665529,
170671746,
170671763,
170676101,
170689305,
170696725,0;1
170696885,
170698537,
170698837,0;1
170702681,
170713739,
170718525,0;1;5;8;12
170718608,
170719572,0;8;10
170725535,
170726627,
170732345,0;1;5;12;22
170734733,0;1
170740133,0;1;3;5;8;10;12
170744217,
170754820,
170758276,
170763008,0;1;16
170765635,
170765884,
170769321,0;1;4;8;9;10;14
170782861,0;1
170787361,0;1;5;12
170796449,
170799865,
170800738,
170804840,0;1;20
170805294,0;1
170809158,0;8;9;10;14
170821935,
170835365,
170836666,
170843119,
170846671,0;8;10
170848306,
170849459,0;1;5;12
170849908,
170857457,0;1;5
170862802,0;1
170870643,
170874843,0;1;2;5;12
170877786,0;1;5;12
170880039,
170880279,0;1;2
170887720,
170888984,0;1
170892645,0;1;5;12
170903987,
170904879,0;1;2;3;4;6;7;8;9;10;11;13;14;16;18;19
170910036,
170920173,
170921348,
170936762,
170943153,0;1;2;5;12
170946571,
170949301,0;1;5;12
170949894,0;1;2;3;4;5;6;8;9;11;18;19
170952274,
170955635,0;1;2;3;4
170957291,
170957475,
170970246,
170970573,
170971823,
170972023,0;1
170972888,
170973510,
170975009,
170978275,
170982416,
170997518,0;1;5;12
170997792,
171000488,0;1;5;12
171001863,
171007380,0;1
171011707,
171013251,0;1;5;12
171022530,0;1
171029980,
171040874,0;1;5;12
171043537,0;1
171046316,
171046579,
171048686,
171069350,
171071633,
171071694,0;1;2;5;8;10;12
171078673,
171080364,0;1;8
171085904,
171088378,
171090080,0;1;5;12
171102793,0;1
171103119,0;1;5
171122066,0;1
171122815,0;1;3;4;5;8
171123798,
171127084,0;1;16;18;22
171145169,
171147748,0;1
171154489,0;1;3;8
171156319,0;1;5;12
171161324,
171177738,0;22
171180974,0;1;5;12
171190564,0;1;2;5;12
171196274,
171199284,
171200606,0;1
171205382,0;1
171206334,0;22
171222065,
171223930,0;1
171227212,
171228099,
171231027,
171232827,0;1
171235737,
171237455,
171241589,
171253267,0;1;2;5;8;12
171263644,0;21;22
171268284,0;1;5;12
171271674,
171278148,
171279073,0;1;5;12
171313611,0;1;5
171315492,0;1
171316182,
171316615,
171320107,0;1;5;12
171341159,
171344882,
171348965,0;1
171350491,0;1;5;12
171351050,
171360698,
171364169,0;1;2;5;8;12
171365410,0;1;5;12
171369494,
171370120,0;1
171378202,
171380206,0;1
171384267,
171384968,0;1
171389439,0;1;5;12
171391676,
171394821,
171396875,0;1;5
171397819,
171403949,
171404130,
171413270,
171416256,0;1;2;3;4
171418627,0;1
171419698,
171423114,
171426713,
171442176,0;1;5;12
171445271,
171447837,
171450315,0;1
171472115,0;1;5;12
171473959,
171477167,
171477638,0;1;5;12
171481189,
171483499,0;1
171486470,0;1;2;5;8;12
171499001,
171502423,0;1;2;5;12
171503701,
171513735,
171529489,0;1
171530267,0;1
171530966,
171531962,
171535396,
171539312,
171544896,
171544902,
171546788,0;1;5;7
171551219,0;1
171551506,
171564913,
171573045,
171573868,0;1
171584514,
171593931,0;1;5;8;10;12
171595819,
171597168,0;1
171607378,0;1;2;5;8;12
171614918,0;1
171616303,
171619183,
171622863,
171625219,0;1;5;16;18
171626127,
171649218,
171652272,
171652427,0;1;5;12
171653753,
171655529,
171658433,
171663189,0;1
171668147,
171670430,
171676307,0;1;5;12
171683950,0;1;4;5
171687658,
